Name,Ticker,Sector,ROCE %,Avg ROCE 5Yr %,Min ROCE 5Yr %,ROE %,Avg ROE 5Yr %,Min ROE 5Yr %,Sales growth 5Yr %,Profit growth 5Yr %,Debt to equity,Promoter holding %,Promoter holding 3Yr ago %,Pledged percentage %,PEG Ratio,PE,Avg PE 5Yr,Price to book,Avg ROCE 3Yr %,Avg ROE 3Yr %,Sales growth 3Yr %,Profit growth 3Yr %,Free cash flow last year,Dividend yield %,Return 1Yr %,Return 3Yr %,Return 5Yr %,Industry PE
Apple Inc.,AAPL,Technology,55.2,50.1,42.0,150.0,120.0,85.0,11.2,15.4,1.45,0.07,0.07,0.0,2.8,30.5,28.0,38.5,,,,,,,,,,
Microsoft Corporation,MSFT,Technology,38.5,35.2,30.0,38.5,36.8,32.0,14.2,18.5,0.22,0.05,0.05,0.0,2.2,34.2,32.0,12.8,,,,,,,,,,
Alphabet Inc.,GOOGL,Technology,28.1,26.5,22.0,26.2,25.0,21.0,16.5,20.2,0.05,0.12,0.13,0.0,1.4,24.5,26.0,6.5,,,,,,,,,,
NVIDIA Corporation,NVDA,Technology,62.0,40.5,22.0,58.0,38.0,18.0,45.0,55.0,0.15,3.8,4.0,0.0,1.1,68.0,50.0,42.0,,,,,,,,,,
JPMorgan Chase & Co.,JPM,BFSI,14.5,13.8,11.2,16.2,15.5,12.5,8.5,11.0,4.5,0.1,0.1,0.0,1.3,11.8,13.5,1.6,,,,,,,,,,
Johnson & Johnson,JNJ,Healthcare,20.2,21.0,18.5,22.5,23.2,19.0,4.8,6.2,0.35,0.02,0.02,0.0,2.5,15.5,17.0,5.2,,,,,,,,,,
"Meta Platforms, Inc.",META,Technology,26.5,27.2,20.0,28.0,28.5,18.5,18.5,22.0,0.08,0.15,0.16,0.0,1.2,22.0,24.0,6.8,,,,,,,,,,
"Amazon.com, Inc.",AMZN,Consumer Cyclical,12.2,13.5,8.0,14.5,15.0,7.5,19.5,25.0,0.42,9.5,10.0,0.0,1.6,38.0,45.0,8.2,,,,,,,,,,
Berkshire Hathaway Inc.,BRK-B,BFSI,8.5,9.2,7.0,9.8,10.5,8.2,7.2,9.5,0.25,0.0,0.0,0.0,1.8,14.2,15.0,1.4,,,,,,,,,,
Costco Wholesale Corp,COST,Consumer Defensive,22.5,21.8,19.5,26.5,25.8,22.0,10.5,12.8,0.28,0.15,0.15,0.0,3.2,45.0,38.0,11.5,,,,,,,,,,
"Delta Air Lines, Inc.",DAL,Industrials,24.99,21.24,,24.99,21.24,,10.32,9.6,1.05,90.4,90.4,0.0,0.21,13.54,13.54,2.97,22.49,22.49,12.9,12.0,3093374976.0,84.0,85.5,105.21,121.67,32.32
"Regeneron Pharmaceuticals, Inc.",REGN,Healthcare,14.55,12.37,,14.55,12.37,,15.2,-5.76,0.09,94.25,94.25,0.0,1.13,15.97,15.97,2.12,13.09,13.09,19.0,-7.2,3273349888.0,57.0,21.59,-5.76,13.3,26.17
"Cencora, Inc.",COR,Healthcare,107.13,91.06,,107.13,91.06,,3.04,102.64,4.21,103.01,103.01,0.0,0.63,22.72,22.72,16.98,96.42,96.42,3.8,128.3,-318246112.0,81.0,-1.98,60.36,176.37,26.17
Coherent Corp.,COHR,Technology,4.72,4.01,,4.72,4.01,,16.4,9.6,0.31,93.86,93.86,0.0,0.92,158.74,158.74,6.11,4.25,4.25,20.5,12.0,-197631744.0,0.0,278.6,601.66,350.0,37.83
Eversource Energy,ES,Utilities,10.91,9.28,,10.91,9.28,,7.52,5.92,1.82,87.13,87.13,0.0,3.15,15.94,15.94,1.69,9.82,9.82,9.4,7.4,587291392.0,423.0,15.61,22.74,12.09,22.42
"DexCom, Inc.",DXCM,Healthcare,35.62,30.28,,35.62,30.28,,12.0,73.76,0.47,102.74,102.74,0.0,1.33,30.58,30.58,9.3,32.06,32.06,15.0,92.2,1056637504.0,0.0,-14.09,-43.64,-35.32,26.17
Constellation Energy Corporation,CEG,Utilities,16.1,13.69,,16.1,13.69,,51.04,872.8,0.66,83.51,83.51,0.0,3.74,20.79,20.79,2.59,14.49,14.49,63.8,1091.0,-4478875136.0,71.0,-24.82,169.66,0.0,22.42
"F5, Inc.",FFIV,Technology,20.34,17.29,,20.34,17.29,,8.8,3.2,0.07,110.63,110.63,0.0,1.76,33.56,33.56,6.35,18.31,18.31,11.0,4.0,759182528.0,0.0,36.38,181.83,115.35,37.83
CME Group Inc.,CME,BFSI,15.92,13.53,,15.92,13.53,,11.52,17.04,0.14,92.92,92.92,0.0,4.15,20.2,20.2,3.22,14.33,14.33,14.4,21.3,3030237440.0,220.0,-16.26,46.91,40.31,17.06
The AES Corporation,AES,Utilities,5.26,4.47,,5.26,4.47,,6.96,760.88,2.6,90.74,90.74,0.0,0.81,7.59,7.59,2.35,4.73,4.73,8.7,951.1,-2964999936.0,483.0,26.56,-16.74,-31.77,22.42
Adobe Inc.,ADBE,Technology,62.95,53.51,,62.95,53.51,,10.16,6.32,0.61,88.33,88.33,0.0,0.6,12.56,12.56,7.61,56.66,56.66,12.7,7.9,9218374656.0,0.0,-41.71,-54.46,-63.19,37.83
"Cadence Design Systems, Inc.",CDNS,Technology,20.66,17.56,,20.66,17.56,,14.96,18.4,0.47,91.38,91.38,0.0,3.54,86.98,86.98,15.69,18.59,18.59,18.7,23.0,1499152256.0,0.0,16.5,62.69,169.08,37.83
"BXP, Inc.",BXP,Real Estate,5.53,4.7,,5.53,4.7,,0.48,52.4,2.12,114.68,114.68,0.0,3.17,34.83,34.83,2.13,4.97,4.97,0.6,65.5,941118656.0,404.0,2.96,45.84,-22.67,33.16
The Cigna Group,CI,Healthcare,16.27,13.83,,16.27,13.83,,3.68,23.28,0.73,94.2,94.2,0.0,0.86,12.19,12.19,1.8,14.64,14.64,4.6,29.1,6923375104.0,217.0,-8.25,10.89,34.13,26.17
Lennar Corporation,LEN,Consumer Cyclical,7.37,6.26,,7.37,6.26,,-4.16,-25.2,0.29,103.88,103.88,0.0,12.01,13.83,13.83,0.98,6.63,6.63,-5.2,-31.5,1077926016.0,227.0,-19.24,-23.97,-1.72,25.44
"T-Mobile US, Inc.",TMUS,Communication Services,18.02,15.32,,18.02,15.32,,8.48,-9.6,2.19,99.07,99.07,0.0,0.7,18.87,18.87,3.45,16.22,16.22,10.6,-12.0,11147374592.0,230.0,-25.3,36.22,26.5,25.32
"Hasbro, Inc.",HAS,Consumer Cyclical,17.9,15.22,,-23.32,-19.82,,10.16,78.88,5.74,97.71,97.71,0.0,1.77,12.53,12.53,17.5,16.11,-20.98,12.7,98.6,547924992.0,349.0,4.7,42.81,1.61,25.44
Fortive Corporation,FTV,Technology,6.81,5.79,,6.81,5.79,,6.16,-9.92,0.59,112.16,112.16,0.0,0.98,36.85,36.85,3.15,6.13,6.13,7.7,-12.4,953612480.0,38.0,18.21,15.51,21.76,37.83
"Agilent Technologies, Inc.",A,Healthcare,21.33,18.13,,21.33,18.13,,8.0,48.0,0.5,94.22,94.22,0.0,1.16,26.24,26.24,5.18,19.2,19.2,10.0,60.0,930625024.0,78.0,9.59,15.12,,26.17
"Marsh & McLennan Companies, Inc.",MRSH,BFSI,27.57,23.44,,27.57,23.44,,6.08,-12.32,1.52,95.21,95.21,0.0,1.73,22.32,22.32,5.91,24.81,24.81,7.6,-15.4,4965374976.0,202.0,-16.24,2.17,35.14,17.06
State Street Corporation,STT,BFSI,11.26,9.57,,11.26,9.57,,-2.24,-19.28,0.0,97.09,97.09,0.0,1.15,17.33,17.33,1.96,10.13,10.13,-2.8,-24.1,0.0,197.0,55.51,162.45,144.16,17.06
Medtronic plc,MDT,Healthcare,9.84,8.36,,9.84,8.36,,7.92,14.64,0.58,89.95,89.95,0.0,1.64,22.3,22.3,2.15,8.86,8.86,9.9,18.3,4625375232.0,346.0,-5.11,6.31,-23.37,26.17
Vistra Corp.,VST,Utilities,42.9,36.46,,42.9,36.46,,34.72,9.6,3.55,91.7,91.7,0.0,0.45,25.26,25.26,16.36,38.61,38.61,43.4,12.0,476875008.0,61.0,-22.02,504.99,803.52,22.42
"Cardinal Health, Inc.",CAH,Healthcare,5.4,4.59,,0.0,0.0,,8.8,-15.6,0.0,90.33,90.33,0.0,1.48,36.48,36.48,-19.83,4.86,0.0,11.0,-19.5,4849999872.0,86.0,42.54,168.22,367.84,26.17
Dover Corporation,DOV,Industrials,15.0,12.75,,15.0,12.75,,8.08,4.24,0.44,96.03,96.03,0.0,1.78,26.75,26.75,3.84,13.5,13.5,10.1,5.3,840764352.0,97.0,14.06,54.28,50.98,32.32
"Verisk Analytics, Inc.",VRSK,Industrials,27.0,22.95,,0.0,0.0,,3.12,3.84,0.0,105.19,105.19,0.0,1.83,28.76,28.76,84.35,24.3,0.0,3.9,4.8,944362496.0,106.0,-38.88,-13.83,9.7,32.32
Honeywell Aerospace Inc.,HONA,Industrials,0.0,0.0,,0.0,0.0,,5.44,9.6,0.0,0.09,0.09,0.0,1.5,52.03,52.03,0.0,0.0,0.0,6.8,12.0,0.0,0.0,23.57,0.0,0.0,32.32
Northern Trust Corporation,NTRS,BFSI,14.46,12.29,,14.46,12.29,,11.12,34.08,0.0,87.26,87.26,0.0,1.38,18.48,18.48,2.7,13.02,13.02,13.9,42.6,0.0,181.0,37.35,168.2,79.22,17.06
Invesco Ltd.,IVZ,BFSI,4.02,3.42,,-1.54,-1.3,,11.28,28.0,0.15,97.87,97.87,0.0,0.86,8.95,8.95,1.23,3.62,-1.38,14.1,35.0,861862528.0,318.0,61.54,86.96,28.22,17.06
Aptiv PLC,APTV,Consumer Cyclical,8.55,7.26,,4.08,3.47,,4.32,9.6,1.04,102.31,102.31,0.0,0.95,35.05,35.05,1.35,7.69,3.67,5.4,12.0,1091124992.0,0.0,-18.24,-41.79,-62.63,25.44
Garmin Ltd.,GRMN,Technology,19.9,16.91,,19.9,16.91,,11.36,17.2,0.02,73.46,73.46,0.0,3.29,26.82,26.82,4.99,17.91,17.91,14.2,21.5,810156096.0,175.0,11.93,147.5,82.19,37.83
Freeport-McMoRan Inc.,FCX,Basic Materials,15.63,13.29,,15.63,13.29,,7.04,122.48,0.33,89.04,89.04,0.0,4.11,32.26,32.26,4.49,14.07,14.07,8.8,153.1,1709874944.0,98.0,35.1,61.83,81.4,29.1
Viatris Inc.,VTRS,Healthcare,3.46,2.94,,-1.96,-1.66,,6.48,9.6,1.0,88.17,88.17,0.0,0.15,6.27,6.27,1.33,3.11,-1.76,8.1,12.0,2238337536.0,287.0,81.52,95.54,45.24,26.17
GE Vernova Inc.,GEV,Industrials,75.71,64.35,,75.71,64.35,,13.04,1453.2,0.25,79.81,79.81,0.0,1.92,32.58,32.58,21.48,68.14,68.14,16.3,1816.5,9315624960.0,18.0,109.91,0.0,0.0,32.32
"TKO Group Holdings, Inc.",TKO,Communication Services,6.74,5.73,,6.74,5.73,,20.72,50.4,0.58,122.45,122.45,0.0,1.37,72.54,72.54,4.32,6.06,6.06,25.9,63.0,830904512.0,160.0,10.25,90.71,270.28,25.32
"Prologis, Inc.",PLD,Real Estate,6.84,5.82,,6.84,5.82,,6.64,52.16,0.61,98.29,98.29,0.0,108.46,35.12,35.12,2.43,6.16,6.16,8.3,65.2,4854310400.0,307.0,31.13,27.22,31.42,33.16
"Henry Schein, Inc.",HSIC,Healthcare,8.76,7.45,,8.76,7.45,,5.04,3.6,0.78,109.06,109.06,0.0,1.84,26.11,26.11,3.03,7.89,7.89,6.3,4.5,290124992.0,0.0,17.67,8.12,13.66,26.17
Coca-Cola Europacific Partners PLC,CCEP,Consumer Defensive,22.89,19.46,,22.89,19.46,,0.16,54.64,1.3,94.05,94.05,0.0,3.1,21.98,21.98,5.37,20.6,20.6,0.2,68.3,1747874944.0,226.0,10.11,81.29,104.86,23.56
IDEX Corporation,IEX,Industrials,12.75,10.84,,12.75,10.84,,7.12,22.24,0.47,106.3,106.3,0.0,1.91,33.11,33.11,4.11,11.47,11.47,8.9,27.8,525024992.0,130.0,24.81,11.07,8.74,32.32
"PulteGroup, Inc.",PHM,Consumer Cyclical,16.18,13.75,,16.18,13.75,,-9.92,-24.32,0.19,97.46,97.46,0.0,1.21,12.91,12.91,1.97,14.56,14.56,-12.4,-30.4,1483359744.0,78.0,23.61,75.99,160.01,25.44
"CrowdStrike Holdings, Inc.",CRWD,Technology,-0.25,-0.21,,-0.25,-0.21,,20.48,9.6,0.18,76.37,76.37,0.0,6.31,124.21,124.21,10.66,-0.22,-0.22,25.6,12.0,1926365056.0,0.0,53.51,434.79,192.82,37.83
"Charles River Laboratories International, Inc.",CRL,Healthcare,6.4,5.44,,-5.87,-4.99,,0.96,9.6,1.03,123.94,123.94,0.0,0.12,18.73,18.73,3.78,5.76,-5.28,1.2,12.0,510023744.0,0.0,49.9,12.13,-38.88,26.17
Public Storage,PSA,Real Estate,20.18,17.15,,20.18,17.15,,2.56,26.24,1.08,97.36,97.36,0.0,4.8,34.02,34.02,11.81,18.16,18.16,3.2,32.8,2338522624.0,364.0,12.91,28.75,33.26,33.16
Bank of America Corporation,BAC,BFSI,10.64,9.05,,10.64,9.05,,6.48,19.52,0.0,77.92,77.92,0.0,1.05,14.57,14.57,1.52,9.58,9.58,8.1,24.4,0.0,191.0,20.69,125.54,65.66,17.06
Electronic Arts Inc.,EA,Communication Services,13.49,11.47,,13.49,11.47,,9.52,68.24,0.27,95.32,95.32,0.0,1.27,58.46,58.46,7.61,12.14,12.14,11.9,85.3,2219124992.0,37.0,33.66,59.4,47.32,25.32
"Expedia Group, Inc.",EXPE,Consumer Cyclical,71.49,60.77,,71.49,60.77,,11.76,9.6,2.57,104.97,104.97,0.0,0.88,23.76,23.76,55.98,64.34,64.34,14.7,12.0,3478249984.0,66.0,51.12,151.11,64.29,25.44
Federal Realty Investment Trust,FRT,Real Estate,14.78,12.57,,14.78,12.57,,8.24,122.0,1.38,102.54,102.54,0.0,3.59,21.09,21.09,3.34,13.3,13.3,10.3,152.5,448925248.0,371.0,29.16,46.54,28.44,33.16
Comcast Corporation,CMCSA,Communication Services,20.92,17.78,,20.92,17.78,,4.24,-26.08,1.07,94.29,94.29,0.0,142.98,4.66,4.66,0.96,18.83,18.83,5.3,-32.6,4013125120.0,555.0,-28.37,-31.52,-48.19,25.32
"Diamondback Energy, Inc.",FANG,Energy,0.47,0.4,,0.47,0.4,,3.36,-78.72,0.33,97.18,97.18,0.0,56.78,175.55,175.55,1.33,0.43,0.43,4.2,-98.4,1397250048.0,256.0,24.74,49.33,133.27,18.21
PPL Corporation,PPL,Utilities,8.32,7.07,,8.32,7.07,,8.64,5.84,1.35,89.23,89.23,0.0,1.43,22.63,22.63,1.85,7.48,7.48,10.8,7.3,-1615124992.0,309.0,9.53,55.76,56.58,22.42
Ford Motor Company,F,Consumer Cyclical,0.51,0.43,,-14.81,-12.59,,5.12,344.64,4.26,67.9,67.9,0.0,8.48,7.3,7.3,1.42,0.46,-13.33,6.4,430.8,-2247500032.0,449.0,15.27,9.09,24.3,25.44
Carvana Co.,CVNA,Consumer Cyclical,60.17,51.15,,60.17,51.15,,41.6,9.52,1.21,110.37,110.37,0.0,1.5,39.65,39.65,13.18,54.15,54.15,52.0,11.9,196750000.0,0.0,-4.01,1123.69,8.46,25.44
Baker Hughes Company,BKR,Energy,17.18,14.61,,17.18,14.61,,2.0,106.0,0.83,99.99,99.99,0.0,2.12,16.86,16.86,2.71,15.47,15.47,2.5,132.5,3151249920.0,174.0,35.02,80.95,165.45,18.21
Booking Holdings Inc.,BKNG,Consumer Cyclical,33.39,28.38,,0.0,0.0,,12.96,192.0,0.0,97.43,97.43,0.0,0.8,24.32,24.32,-16.5,30.05,0.0,16.2,240.0,7075125248.0,87.0,-20.67,76.71,112.03,25.44
Rocket Lab Corporation,RKLB,Industrials,-9.87,-8.39,,-13.55,-11.52,,50.8,9.6,0.06,58.14,58.14,0.0,1.5,-14070.03,-14070.03,25.54,-8.88,-12.19,63.5,12.0,-214999376.0,0.0,158.38,1611.41,819.96,32.32
ON Semiconductor Corporation,ON,Technology,10.24,8.7,,7.49,6.37,,3.76,9.6,0.44,109.9,109.9,0.0,0.3,67.07,67.07,4.9,9.22,6.74,4.7,12.0,1282174976.0,0.0,67.04,0.01,138.61,37.83
TransDigm Group Incorporated,TDG,Industrials,17.65,15.01,,0.0,0.0,,14.64,9.2,0.0,98.5,98.5,0.0,3.05,42.02,42.02,-8.2,15.89,0.0,18.3,11.5,1524875008.0,0.0,-11.53,80.21,147.16,32.32
Generac Holdings Inc.,GNRC,Industrials,7.39,6.28,,7.39,6.28,,9.92,55.92,0.52,95.36,95.36,0.0,1.05,78.71,78.71,5.55,6.65,6.65,12.4,69.9,115297624.0,0.0,70.34,70.64,-41.15,32.32
"Nasdaq, Inc.",NDAQ,BFSI,16.2,13.77,,16.2,13.77,,10.96,27.04,0.79,97.19,97.19,0.0,2.06,25.5,25.5,3.97,14.58,14.58,13.7,33.8,1559624960.0,132.0,-6.5,77.95,54.17,17.06
Strategy Inc,MSTR,Technology,-26.72,-22.71,,-30.76,-26.14,,9.52,9.6,0.18,64.25,64.25,0.0,2.85,22.58,22.58,0.95,-24.05,-27.68,11.9,12.0,-8699502592.0,0.0,-74.53,209.48,58.87,37.83
"Corpay, Inc.",CPAY,Technology,32.12,27.31,,32.12,27.31,,20.32,39.28,2.71,106.09,106.09,0.0,0.85,21.09,21.09,6.64,28.91,28.91,25.4,49.1,2095142784.0,0.0,6.12,43.35,37.43,37.83
ConocoPhillips,COP,Energy,11.28,9.59,,11.28,9.59,,-4.24,-16.16,0.36,87.57,87.57,0.0,0.89,17.75,17.75,1.98,10.16,10.16,-5.3,-20.2,5289124864.0,321.0,13.16,11.92,107.65,18.21
Shopify Inc.,SHOP,Technology,14.43,12.27,,11.31,9.61,,27.44,9.6,0.01,73.92,73.92,0.0,2.57,117.12,117.12,12.43,12.99,10.18,34.3,12.0,1256749952.0,0.0,2.4,84.87,-22.33,37.83
"The Home Depot, Inc.",HD,Consumer Cyclical,128.38,109.12,,128.38,109.12,,3.84,-3.44,4.59,76.05,76.05,0.0,2.02,25.44,25.44,25.72,115.54,115.54,4.8,-4.3,10128249856.0,260.0,-2.65,25.99,26.96,25.44
"Workday, Inc.",WDAY,Technology,10.86,9.23,,10.86,9.23,,10.8,198.4,0.57,109.74,109.74,0.0,0.53,42.18,42.18,4.5,9.77,9.77,13.5,248.0,3118749952.0,0.0,-43.87,-39.27,-43.24,37.83
Baxter International Inc.,BAX,Healthcare,4.27,3.63,,-15.01,-12.76,,2.32,9.6,1.61,106.58,106.58,0.0,36.68,11.25,11.25,1.94,3.85,-13.51,2.9,12.0,900875008.0,88.0,-23.71,-46.52,-69.08,26.17
"Yum! Brands, Inc.",YUM,Consumer Cyclical,34.95,29.71,,0.0,0.0,,12.16,57.76,0.0,89.61,89.61,0.0,2.04,26.61,26.61,-6.23,31.46,0.0,15.2,72.2,1261500032.0,182.0,9.56,29.12,55.63,25.44
"HCA Healthcare, Inc.",HCA,Healthcare,18.52,15.74,,0.0,0.0,,3.44,8.72,0.0,94.59,94.59,0.0,1.24,14.15,14.15,-14.49,16.66,0.0,4.3,10.9,5726000128.0,76.0,8.32,40.29,99.26,26.17
"Ameriprise Financial, Inc.",AMP,BFSI,66.94,56.9,,66.94,56.9,,7.2,52.8,0.56,92.31,92.31,0.0,1.64,12.2,12.2,7.09,60.24,60.24,9.0,66.0,3355624960.0,139.0,-8.81,56.6,113.11,17.06
"Consolidated Edison, Inc.",ED,Utilities,8.73,7.42,,8.73,7.42,,4.96,10.32,1.06,75.25,75.25,0.0,3.05,19.22,19.22,1.64,7.86,7.86,6.2,12.9,-833249984.0,305.0,14.32,40.23,86.09,22.42
"Quanta Services, Inc.",PWR,Industrials,13.53,11.5,,13.53,11.5,,21.04,40.8,0.69,95.57,95.57,0.0,1.84,91.8,91.8,11.09,12.18,12.18,26.3,51.0,1037176768.0,7.0,73.23,246.39,665.56,32.32
"Builders FirstSource, Inc.",BLDR,Industrials,6.96,5.91,,6.96,5.91,,-8.08,9.6,1.32,104.29,104.29,0.0,2.02,32.32,32.32,2.27,6.26,6.26,-10.1,12.0,640900096.0,0.0,-32.17,-37.42,100.83,32.32
Cognizant Technology Solutions Corporation,CTSH,Technology,15.66,13.31,,14.88,12.64,,4.64,2.88,0.07,108.29,108.29,0.0,0.69,9.11,9.11,1.32,14.09,13.39,5.8,3.6,1908875008.0,314.0,-47.81,-30.17,-33.62,37.83
"The Cooper Companies, Inc.",COO,Healthcare,3.78,3.21,,2.85,2.43,,6.32,9.6,0.33,107.65,107.65,0.0,0.7,62.88,62.88,1.76,3.4,2.57,7.9,12.0,424275008.0,0.0,1.24,-21.99,-27.5,26.17
"EOG Resources, Inc.",EOG,Energy,18.2,15.47,,18.2,15.47,,12.48,31.68,0.27,97.93,97.93,0.0,1.04,12.86,12.86,2.26,16.38,16.38,15.6,39.6,2864250112.0,312.0,9.34,30.72,99.9,18.21
Trimble Inc.,TRMB,Technology,8.25,7.01,,8.25,7.01,,9.44,44.48,0.25,99.04,99.04,0.0,1.48,27.77,27.77,2.18,7.43,7.43,11.8,55.6,370112512.0,0.0,-32.54,1.45,-35.89,37.83
Norfolk Southern Corporation,NSC,Industrials,17.61,14.97,,17.61,14.97,,0.16,-21.28,1.12,78.19,78.19,0.0,4.72,27.16,27.16,4.59,15.85,15.85,0.2,-26.6,1298749952.0,167.0,24.12,54.38,33.11,32.32
"Super Micro Computer, Inc.",SMCI,Technology,17.88,15.2,,17.88,15.2,,98.16,260.8,1.21,76.58,76.58,0.0,0.91,14.33,14.33,2.16,16.09,16.09,122.7,326.0,-7448383488.0,0.0,-42.22,15.37,686.71,37.83
"General Mills, Inc.",GIS,Consumer Defensive,8.6,7.31,,-1.03,-0.87,,1.76,-11.6,2.18,91.14,91.14,0.0,11.74,11.63,11.63,3.63,7.74,-0.93,2.2,-14.5,2308499968.0,649.0,-27.53,-44.32,-24.35,23.56
"Block, Inc.",XYZ,Technology,3.74,3.18,,3.74,3.18,,3.92,9.6,0.38,85.64,85.64,0.0,0.85,61.59,61.59,2.14,3.37,3.37,4.9,12.0,-794561728.0,0.0,13.57,21.71,-68.05,37.83
"Kinder Morgan, Inc.",KMI,Energy,10.6,9.01,,10.6,9.01,,11.04,28.8,0.99,83.53,83.53,0.0,3.8,21.52,21.52,2.28,9.54,9.54,13.8,36.0,1646875008.0,367.0,13.17,119.51,129.2,18.21
Nucor Corporation,NUE,Basic Materials,12.29,10.44,,12.29,10.44,,17.04,305.68,0.32,81.72,81.72,0.0,5.21,21.88,21.88,2.34,11.06,11.06,21.3,382.1,-384100000.0,101.0,61.19,43.48,156.92,29.1
Kimco Realty Corporation,KIM,Real Estate,5.86,4.98,,5.86,4.98,,3.2,23.52,0.79,105.39,105.39,0.0,3.37,29.1,29.1,1.64,5.27,5.27,4.0,29.4,838712128.0,411.0,19.38,51.35,52.62,33.16
"Rollins, Inc.",ROL,Consumer Cyclical,38.67,32.87,,38.67,32.87,,8.16,1.04,0.77,100.09,100.09,0.0,3.13,39.8,39.8,15.11,34.8,34.8,10.2,1.3,521446112.0,168.0,-22.85,6.45,32.44,25.44
A. O. Smith Corporation,AOS,Industrials,28.27,24.03,,28.27,24.03,,-1.52,-8.4,0.35,110.39,110.39,0.0,1.65,16.73,16.73,4.6,25.44,25.44,-1.9,-10.5,495612512.0,226.0,-7.85,-8.06,-2.34,32.32
"Merck & Co., Inc.",MRK,Healthcare,18.94,16.1,,18.94,16.1,,3.92,9.6,1.07,82.22,82.22,0.0,6.4,36.5,36.5,6.97,17.05,17.05,4.9,12.0,14049250304.0,262.0,60.15,26.38,93.87,26.17
General Motors Company,GM,Consumer Cyclical,4.03,3.43,,4.01,3.41,,-0.72,-12.64,1.99,89.24,89.24,0.0,0.34,27.74,27.74,1.09,3.63,3.61,-0.9,-15.8,22466625536.0,95.0,46.66,105.21,37.71,25.44
Accenture plc,ACN,Technology,24.41,20.75,,24.41,20.75,,4.48,7.2,0.25,85.47,85.47,0.0,1.0,10.96,10.96,2.64,21.97,21.97,5.6,9.0,12089380864.0,475.0,-54.3,-52.32,-51.59,37.83
"Principal Financial Group, Inc.",PFG,BFSI,13.39,11.38,,13.39,11.38,,-3.6,655.2,0.34,82.15,82.15,0.0,1.06,15.91,15.91,2.03,12.05,12.05,-4.5,819.0,1457624960.0,296.0,38.26,65.24,112.73,17.06
Mettler-Toledo International Inc.,MTD,Healthcare,30.86,26.23,,0.0,0.0,,5.76,5.36,0.0,103.76,103.76,0.0,2.74,30.77,30.77,-631.18,27.77,0.0,7.2,6.7,615044352.0,0.0,10.09,2.59,-7.83,26.17
"Everest Group, Ltd.",EG,BFSI,13.82,11.75,,13.82,11.75,,-3.76,184.56,0.23,101.96,101.96,0.0,0.97,7.56,7.56,0.97,12.44,12.44,-4.7,230.7,3993250048.0,215.0,11.16,17.57,64.62,17.06
"Expeditors International of Washington, Inc.",EXPD,Industrials,36.64,31.14,,36.64,31.14,,3.52,13.04,0.25,101.74,101.74,0.0,3.85,27.11,27.11,9.68,32.98,32.98,4.4,16.3,783248512.0,97.0,44.25,45.12,39.07,32.32
Zoetis Inc.,ZTS,Healthcare,67.75,57.59,,67.75,57.59,,2.32,4.8,2.86,103.2,103.2,0.0,1.79,12.26,12.26,9.54,60.97,60.97,2.9,6.0,1780875008.0,283.0,-52.37,-54.13,-59.45,26.17
"United Parcel Service, Inc.",UPS,Industrials,33.35,28.35,,33.35,28.35,,-1.28,-21.76,1.82,70.73,70.73,0.0,1.75,17.94,17.94,5.79,30.02,30.02,-1.6,-27.2,4625500160.0,593.0,9.73,-25.72,-34.35,32.32
